paper_id,year,paper_or_discovery,field_or_platform,broad_area,origin_country_list,public_private_origin,pi_platform_family,pi_capability,science_acceleration_domain,pi_relevance,classification_basis
44,2010,Discovery of a beta-d-2'-deoxy-2'-alpha-fluoro-2'-beta-C-methyluridine nucleotide prodrug for HCV therapy,Sofosbuvir / hepatitis C cure,Biology / Antiviral Pharma,United States,Private,"Semiconductors, sensors and displays",Synthesize and test,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
45,2011,T cells with chimeric antigen receptors have potent antitumor effects and can establish memory in patients with advanced leukemia,CD19 CAR-T cells,Biology / Cell Therapy,United States,Private,Molecular biology and bioengineering,Synthesize and test,Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,Perceive and measure,Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,Perceive and measure,Agriculture,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,"Predict, model and generate",Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,"Predict, model and generate",Agriculture,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,Synthesize and test,Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
46,2012,A programmable dual-RNA-guided DNA endonuclease in adaptive bacterial immunity,CRISPR-Cas9 programmable genome editing,Biology / Genome Editing,United States; Sweden; Austria; Germany,Public,Molecular biology and bioengineering,Synthesize and test,Agriculture,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception",Perceive and measure,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception",Perceive and measure,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception","Predict, model and generate",Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception","Predict, model and generate",Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception",Learn from physical-world data,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
47,2012,ImageNet classification with deep convolutional neural networks / AlexNet,Deep learning / computer vision,Technology / Artificial Intelligence,Canada,Public,"Robotics, autonomy and perception",Learn from physical-world data,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Perceive and measure,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Perceive and measure,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Perceive and measure,Energy and climate,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Plan and control,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Plan and control,Energy and climate,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Learn from physical-world data,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Learn from physical-world data,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
48,2015,Deep residual learning for image recognition / ResNet,Residual networks / computer vision,Technology / Artificial Intelligence,China; United States,Private,Solar and energy systems,Learn from physical-world data,Energy and climate,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Learn from physical-world data,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Learn from physical-world data,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
49,2015,"You Only Look Once: unified, real-time object detection",YOLO real-time object detection,Technology / Robotics and Computer Vision,United States,Mixed,"Robotics, autonomy and perception",Learn from physical-world data,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception","Predict, model and generate",Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception","Predict, model and generate",Digital infrastructure,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception",Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception",Plan and control,Digital infrastructure,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception",Learn from physical-world data,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
50,2017,Attention Is All You Need,Transformers / foundation models,Technology / Artificial Intelligence,United States,Private,"Robotics, autonomy and perception",Learn from physical-world data,Digital infrastructure,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
51,2018,BERT: pre-training of deep bidirectional transformers for language understanding,BERT / pretrained language models,Technology / Artificial Intelligence,United States,Private,AI models and prediction,"Predict, model and generate",Cross-domain science infrastructure,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
52,1985,Elliptic curve cryptosystems,Elliptic-curve cryptography,Mathematics / Cryptography,United States,Mixed,Digital trust and market infrastructure,Secure and coordinate infrastructure,Digital infrastructure,Adjacent economic platform,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Manipulate and manufacture,Chemistry and materials,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Manipulate and manufacture,Energy and climate,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Manipulate and manufacture,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Synthesize and test,Chemistry and materials,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Synthesize and test,Energy and climate,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
53,1980,Colloidal semiconductor nanocrystals / quantum dots paper family,Quantum dots / QD displays and nanomaterials,Materials Science / Displays,United States,Mixed,"Semiconductors, sensors and displays",Synthesize and test,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception","Predict, model and generate",Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception","Predict, model and generate",Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception","Predict, model and generate",Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Plan and control,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
54,2009,ROS: an open-source Robot Operating System,Robot Operating System / ROS,Engineering / Robotics,United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Perceive and measure,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Plan and control,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Plan and control,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
55,1990,Probabilistic SLAM / simultaneous localization and mapping paper family,SLAM / autonomous robotics,Engineering / Robotics,Germany; United States,Mixed,"Robotics, autonomy and perception",Manipulate and manufacture,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
56,2021,Highly accurate protein structure prediction with AlphaFold,AlphaFold2 / protein structure prediction,Biology / Artificial Intelligence,United Kingdom; United States,Private,AI models and prediction,"Predict, model and generate",Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
56,2021,Highly accurate protein structure prediction with AlphaFold,AlphaFold2 / protein structure prediction,Biology / Artificial Intelligence,United Kingdom; United States,Private,AI models and prediction,Synthesize and test,Biology and health,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
57,2020,Denoising diffusion probabilistic models,Diffusion generative models,Technology / Artificial Intelligence,United States,Mixed,AI models and prediction,"Predict, model and generate",Cross-domain science infrastructure,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
58,2008,Bitcoin: a peer-to-peer electronic cash system,Bitcoin / blockchain,Technology / Cryptography and Financial Technology,Unknown / online,Non-institutional,Digital trust and market infrastructure,Secure and coordinate infrastructure,Digital infrastructure,Adjacent economic platform,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception","Predict, model and generate",Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception","Predict, model and generate",Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception","Predict, model and generate",Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Plan and control,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Plan and control,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Plan and control,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Manipulate and manufacture,Robotics and automation,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Manipulate and manufacture,Aerospace and mobility,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
59,2015,Human-level control through deep reinforcement learning; Mastering the game of Go with deep neural networks and tree search,Deep reinforcement learning / game AI,Technology / Artificial Intelligence,United Kingdom,Private,"Robotics, autonomy and perception",Manipulate and manufacture,Manufacturing,Direct physical-intelligence substrate,Rule-based keyword mapping for the Physical Intelligence thesis layer; audit before using as a formal taxonomy.
